Tipo,Producto,Cobertura,Pagos,Edad1,Edad2, SAF ,Crecimiento,SAD,PNU,PA
Vida Conjunta,Temporal,35,23,20,25,1377138.00,NA,0,37854.06,2342.44
Individual,Dotal Mixto,33,3,29,3,280991.47,Variable,1338907.926,231172.38,43439.90
Individual,Temporal,21,4,37,9,1733621.00,NA,0,30153.90,3068.97
Vida Conjunta,Dotal Mixto,28,25,20,23,2532019.00,NA,2532019,560505.86,35723.95
Vida Conjunta,Ordinario de Vida,72,6,35,36,2440534.00,NA,0,310651.55,41875.01
Individual,Dotal Mixto,46,1,15,1,2248771.00,NA,2248771,247331.28,126710.80
Ultimo Superviviente,Ordinario de Vida,86,0,18,23,2534836.00,NA,0,12051.12,12051.12
Vida Conjunta,Dotal Mixto,14,13,26,29,2536932.30,Variable,4783764.216,2301072.38,223157.54
Vida Conjunta,Ordinario de Vida,59,1,48,47,1644599.27,Variable,0,1113129.52,165283.24
Vida Conjunta,Dotal Mixto,28,23,22,25,2996505.00,NA,2996505,581381.99,36500.07
Ultimo Superviviente,Dotal Mixto,30,0,22,25,295971.30,Fijo,613866.4,100819.32,22177.86
Vida Conjunta,Dotal Mixto,29,24,25,27,698384.00,NA,698384,130648.38,8099.06
Individual,Temporal,15,2,35,1,877925.00,NA,0,10452.14,3658.17
Vida Conjunta,Dotal Mixto,10,0,22,28,1210945.00,NA,1210945,508768.75,508768.75
Individual,Dotal Mixto,38,0,16,5,851281.00,NA,851281,110642.19,24359.82
Ultimo Superviviente,Dotal Mixto,21,17,19,21,1477073.00,NA,1477073,480780.23,37888.87
Individual,Ordinario de Vida,91,7,18,3,1055322.21,Variable,0,868216.19,107301.58
Individual,Dotal Mixto,10,9,34,5,286209.00,NA,286209,138368.36,13370.86
Individual,Dotal Mixto,16,2,34,0,2910585.00,NA,2910585,1343306.95,688299.84
Vida Conjunta,Temporal,21,6,28,36,1131801.38,Variable,0,50073.98,5777.39
Individual,Dotal Mixto,11,9,24,7,489972.00,NA,489972,204719.27,18052.68
Vida Conjunta,Ordinario de Vida,58,0,48,51,1980831.00,NA,0,405540.11,405540.11
Vida Conjunta,Dotal Mixto,38,0,22,22,196578.00,NA,196578,24243.07,4000.92
Ultimo Superviviente,Temporal,20,11,31,33,1523996.00,NA,0,23.83,2.29
Vida Conjunta,Dotal Mixto,22,12,32,30,3851916.93,Variable,10731296.48,2482980.00,191745.94
Ultimo Superviviente,Dotal Mixto,43,28,20,23,2090044.00,NA,2090044,181312.41,10546.82
Individual,Dotal Mixto,43,35,20,3,920640.00,NA,920640,106595.43,6071.34
Ultimo Superviviente,Dotal Mixto,22,0,35,39,859779.00,NA,859779,189108.04,35483.55
Individual,Dotal Mixto,41,19,22,1,2147719.00,NA,2147719,298215.83,22902.15
Ultimo Superviviente,Temporal,16,12,18,22,1110181.00,NA,0,4.89,0.39
Individual,Temporal,36,3,22,9,1276671.00,NA,0,17412.52,1875.50
Vida Conjunta,Dotal Mixto,29,2,19,19,3043553.50,Variable,11931122.78,2384703.81,448478.82
Individual,Temporal,26,16,23,7,368881.00,NA,0,4137.87,293.61
Individual,Dotal Mixto,16,2,44,8,2412946.00,NA,2412946,767450.65,95033.04
Vida Conjunta,Dotal Mixto,16,14,39,41,858888.00,NA,858888,365829.97,32650.82
Vida Conjunta,Dotal Mixto,36,25,24,26,759186.00,NA,759186,94112.43,5556.35
Ultimo Superviviente,Dotal Mixto,35,13,30,30,2464323.00,NA,2464323,348354.65,28382.48
Individual,Dotal Mixto,13,7,52,8,1345863.00,NA,1345863,496814.38,46054.12
Vida Conjunta,Temporal,37,34,24,27,1182483.00,NA,0,43118.24,2509.22
Individual,Dotal Mixto,25,3,34,10,1989200.00,NA,1989200,377489.34,38400.94
Vida Conjunta,Dotal Mixto,42,10,16,17,2423458.00,NA,2423458,309780.76,31572.37
Vida Conjunta,Temporal,18,0,45,43,603568.62,Variable,0,38213.13,7201.03
Vida Conjunta,Temporal,25,25,24,29,711936.00,NA,0,17374.02,1038.08
Individual,Temporal,45,41,19,3,1337431.00,NA,0,22552.09,1228.27
Vida Conjunta,Temporal,18,0,39,41,318562.00,NA,0,12086.17,6196.15
Vida Conjunta,Dotal Mixto,25,0,33,34,2358129.00,NA,2358129,610087.04,610087.04
Individual,Dotal Mixto,26,10,22,0,2722488.00,NA,2722488,778861.62,96290.74
Vida Conjunta,Dotal Mixto,25,0,37,38,1819072.00,NA,1819072,382178.05,63144.22
Individual,Ordinario de Vida,93,8,18,2,2858591.00,NA,0,134672.17,16644.55
Vida Conjunta,Temporal,46,5,15,16,394710.00,NA,0,11624.88,1918.46
Individual,Ordinario de Vida,54,0,52,9,2525019.37,Variable,0,1550142.86,542765.88
Vida Conjunta,Temporal,43,23,13,21,585308.00,NA,0,17948.31,1251.89
Vida Conjunta,Ordinario de Vida,63,6,40,46,1325849.00,NA,0,222047.40,27646.33
Vida Conjunta,Dotal Mixto,13,3,51,49,2948368.00,NA,2948368,1272274.35,189347.46
Vida Conjunta,Dotal Mixto,37,13,20,23,682559.21,Variable,3953257.437,509336.19,41821.71
Individual,Temporal,44,13,19,6,875899.00,NA,0,13511.86,1068.88
Vida Conjunta,Dotal Mixto,25,16,35,36,1301703.00,NA,1301703,296338.02,21241.97
Ultimo Superviviente,Dotal Mixto,12,2,33,34,334112.00,NA,334112,119891.86,13746.50
Individual,Dotal Mixto,43,27,22,1,568368.00,NA,568368,72561.46,4671.62
Vida Conjunta,Dotal Mixto,23,4,39,37,1786126.00,NA,1786126,557945.08,105141.37
Vida Conjunta,Dotal Mixto,36,15,28,27,2304667.00,NA,2304667,343514.02,25785.98
Individual,Dotal Mixto,11,7,54,7,237393.00,NA,237393,100843.04,9814.07
Vida Conjunta,Temporal,10,0,20,25,1572735.00,NA,0,19711.84,19711.84
Vida Conjunta,Dotal Mixto,39,21,13,22,2557805.00,NA,2557805,370255.10,25816.45
Vida Conjunta,Dotal Mixto,40,24,21,23,1801787.00,NA,1801787,224561.04,14095.38
Individual,Temporal,21,8,39,7,2249529.00,NA,0,45126.58,4162.72
Individual,Dotal Mixto,19,0,22,8,646284.00,NA,646284,175734.76,175734.76
Ultimo Superviviente,Dotal Mixto,28,24,24,26,169996.00,NA,169996,39297.25,2603.73
Vida Conjunta,Temporal,32,17,26,26,2656832.00,NA,0,77508.89,5297.57
Individual,Dotal Mixto,14,1,32,4,2981742.00,NA,2981742,1248655.49,275017.33
Individual,Temporal,44,7,19,5,2242814.00,NA,0,35306.12,3802.96
Ultimo Superviviente,Dotal Mixto,36,0,17,25,2278020.00,NA,2278020,373929.65,373929.65
Individual,Temporal,35,17,26,7,3529092.29,Variable,0,134617.44,9343.68
Vida Conjunta,Dotal Mixto,14,8,35,32,2216606.00,NA,2216606,813356.25,75271.80
Individual,Temporal,15,15,29,5,849795.00,NA,0,8028.08,616.84
Vida Conjunta,Dotal Mixto,42,38,23,23,591231.00,NA,591231,71979.12,3989.48
Ultimo Superviviente,Dotal Mixto,30,15,30,34,796627.00,NA,796627,130586.22,9448.90
Vida Conjunta,Dotal Mixto,13,12,20,29,169110.00,NA,169110,58866.40,4412.63
Vida Conjunta,Temporal,40,18,23,23,429233.00,NA,0,13235.02,870.43
Vida Conjunta,Dotal Mixto,12,0,36,31,2336447.00,NA,2336447,1033442.67,227915.05
Ultimo Superviviente,Dotal Mixto,40,23,22,22,1871433.71,Variable,12547497.34,1261927.60,78186.61
Vida Conjunta,Dotal Mixto,25,14,40,39,522647.10,Fijo,987222.3,215278.42,16253.89
Vida Conjunta,Dotal Mixto,19,12,32,35,501685.00,NA,501685,193859.88,19837.51
Vida Conjunta,Dotal Mixto,35,14,16,14,308063.00,NA,308063,59590.69,5766.83
Vida Conjunta,Dotal Mixto,27,4,34,36,2792577.00,NA,2792577,611936.66,75922.83
Vida Conjunta,Dotal Mixto,41,27,16,21,3390251.83,Variable,23867334.62,2789168.57,175054.04
Individual,Ordinario de Vida,88,2,21,8,1965652.52,Variable,0,1267077.14,156586.17
Vida Conjunta,Dotal Mixto,38,30,25,26,1875301.00,NA,1875301,267793.85,15858.09
Vida Conjunta,Dotal Mixto,33,11,16,16,2459853.57,Variable,11721058.28,2023727.62,195803.81
Vida Conjunta,Dotal Mixto,23,18,22,28,756691.00,NA,756691,191760.34,13386.29
Individual,Dotal Mixto,23,0,22,2,1788552.68,Variable,5231982.886,1545019.05,791550.84
Vida Conjunta,Temporal,12,0,36,39,2677120.00,NA,0,64004.63,12049.31
Ultimo Superviviente,Temporal,39,30,23,27,2105208.00,NA,0,72.71,4.28
Individual,Temporal,41,4,17,1,2482009.00,NA,0,35574.15,7832.75
Vida Conjunta,Temporal,14,0,42,45,780201.45,Variable,0,39364.45,39364.45
Ultimo Superviviente,Temporal,20,10,38,44,1780005.00,NA,0,70.80,5.58
Vida Conjunta,Dotal Mixto,28,5,17,19,3076907.00,Variable,11487497.88,2410837.14,324183.05
Vida Conjunta,Dotal Mixto,20,10,39,41,1962991.00,NA,1962991,639765.93,62290.13
Ultimo Superviviente,Dotal Mixto,14,13,19,23,2687716.48,Variable,5068090.276,2105659.60,177880.20
Vida Conjunta,Dotal Mixto,45,25,16,16,1696229.85,Variable,14514893.74,1538530.48,103053.89
Individual,Dotal Mixto,43,9,18,0,2131765.00,NA,2131765,281138.58,37742.16
Individual,Dotal Mixto,24,12,32,9,3237038.00,Fijo,5804344,1175915.36,87832.45
Individual,Dotal Mixto,41,1,15,0,1333763.00,NA,1333763,190667.81,190667.81
Individual,Temporal,33,26,31,4,1028707.00,NA,0,22110.44,1383.32
Individual,Dotal Mixto,31,0,24,2,1798234.83,Variable,7771867.312,1553382.86,1553382.86
Individual,Temporal,11,7,15,5,2515495.00,NA,0,13395.37,1442.67
Individual,Temporal,8,5,29,9,977535.00,NA,0,6920.37,668.00
Ultimo Superviviente,Dotal Mixto,40,10,19,18,2622916.80,Variable,17586004.44,2373706.67,272162.22
Vida Conjunta,Temporal,32,8,19,20,975418.24,Variable,0,47991.96,5182.64
Individual,Dotal Mixto,20,14,18,5,1338323.00,NA,1338323,399952.79,31639.08
Vida Conjunta,Dotal Mixto,39,35,19,26,1677149.73,Variable,10709401.5,1135160.95,63231.85
Vida Conjunta,Dotal Mixto,24,11,37,34,2563030.00,NA,2563030,581520.52,46363.12
Vida Conjunta,Temporal,24,11,33,38,1861619.00,NA,0,72449.54,6717.99
Individual,Temporal,28,0,24,7,604248.00,NA,0,7448.89,2002.07
Vida Conjunta,Dotal Mixto,21,1,39,39,1513874.00,NA,1513874,430629.36,71200.29
Ultimo Superviviente,Temporal,39,11,22,20,1595591.00,NA,0,27.04,2.07
Individual,Dotal Mixto,20,20,34,1,347342.00,NA,347342,126530.99,9477.95
Individual,Dotal Mixto,30,14,29,8,1765655.00,NA,1765655,291569.61,21210.95
Individual,Ordinario de Vida,75,3,33,5,1081513.00,NA,0,82889.13,12241.00
Ultimo Superviviente,Dotal Mixto,28,20,24,22,2384896.74,Variable,8903907.812,1778124.07,120161.06
Ultimo Superviviente,Dotal Mixto,41,0,13,18,1163881.95,Fijo,3380799.95,434773.46,434773.46
Individual,Dotal Mixto,17,15,25,5,2876562.00,NA,2876562,993313.23,76272.83
Ultimo Superviviente,Dotal Mixto,44,32,20,21,1475017.00,NA,1475017,141094.78,8121.94
Vida Conjunta,Dotal Mixto,45,6,17,18,572181.27,Variable,4896241.147,426970.48,49166.83
Vida Conjunta,Temporal,18,15,25,33,960321.00,NA,0,20982.63,1790.81
Vida Conjunta,Ordinario de Vida,81,0,25,27,2371151.00,NA,0,187330.10,95998.02
Ultimo Superviviente,Temporal,30,24,25,23,2134334.00,NA,0,31.37,2.04
Individual,Dotal Mixto,18,18,27,5,2989547.50,Fijo,5022439.8,1641384.55,116578.01
Individual,Dotal Mixto,39,12,21,0,1515048.00,NA,1515048,239432.48,25800.35
Individual,Temporal,48,24,14,0,2403830.00,Variable,0,143441.91,9949.42
Individual,Dotal Mixto,22,6,21,7,2809769.89,Variable,7827913.79,1901762.86,193322.69
Vida Conjunta,Ordinario de Vida,76,0,31,30,2563732.50,Fijo,0,589425.48,589425.48
Vida Conjunta,Temporal,24,2,32,31,1383912.00,NA,0,43168.88,9520.26
Vida Conjunta,Dotal Mixto,25,0,32,29,3764848.64,Variable,12142013.13,2311290.48,381605.61
Ultimo Superviviente,Dotal Mixto,41,23,22,23,873885.00,NA,873885,96844.90,6299.20
Vida Conjunta,Dotal Mixto,19,15,29,34,2965802.69,Variable,7137557.795,1911782.86,136683.10
Ultimo Superviviente,Dotal Mixto,38,24,27,26,433014.00,NA,433014,58309.96,3792.84
Vida Conjunta,Dotal Mixto,17,8,36,43,1690715.00,NA,1690715,721138.70,97415.89
Vida Conjunta,Temporal,25,6,20,22,780901.80,Variable,0,29256.66,4829.88
Vida Conjunta,Temporal,13,8,30,27,1963467.00,NA,0,31053.84,3850.96
Individual,Dotal Mixto,20,6,44,3,3076765.20,Fijo,5618440.8,1847436.95,248665.32
Individual,Dotal Mixto,28,14,28,4,986808.75,Variable,3684207.363,773190.48,63297.48
Vida Conjunta,Dotal Mixto,13,5,20,24,2716270.00,NA,2716270,1141159.09,141344.44
Ultimo Superviviente,Dotal Mixto,38,6,20,23,1031342.00,NA,1031342,139176.81,18648.48
Individual,Ordinario de Vida,74,0,35,5,2950788.50,Variable,0,2201923.81,591990.00
Vida Conjunta,Dotal Mixto,34,0,22,22,917864.27,Variable,4592247.997,621246.67,116834.62
Ultimo Superviviente,Temporal,24,16,27,24,2606306.00,NA,0,30.91,2.72
Individual,Dotal Mixto,19,4,16,3,2137758.30,Variable,5144770.253,1758739.05,289855.67
Individual,Ordinario de Vida,86,6,20,2,912345.00,NA,0,46524.98,6867.17
Ultimo Superviviente,Ordinario de Vida,70,0,36,36,279180.00,NA,0,2523.30,1292.42
Individual,Dotal Mixto,15,5,37,2,835460.00,NA,835460,367859.80,60696.42
Vida Conjunta,Dotal Mixto,16,13,46,45,1017701.81,Variable,2115728.977,759424.76,63169.69
Individual,Dotal Mixto,20,11,29,9,852783.00,NA,852783,211769.88,16261.02
Individual,Dotal Mixto,18,12,33,7,122641.00,NA,122641,36863.87,2921.02
Individual,Dotal Mixto,26,2,31,4,1645501.00,NA,1645501,393066.96,73865.16
Vida Conjunta,Dotal Mixto,35,24,22,23,1786385.75,Variable,9384505.945,1209096.19,74840.12
Individual,Dotal Mixto,14,13,38,9,4103261.58,Variable,7737311.679,2519046.67,183603.15
Individual,Dotal Mixto,14,0,23,8,2899610.00,NA,2899610,1000043.88,512336.31
Vida Conjunta,Temporal,37,3,27,25,1353499.00,NA,0,48417.03,7160.13
Vida Conjunta,Dotal Mixto,31,18,28,30,798597.00,NA,798597,151940.48,10864.45
Individual,Dotal Mixto,41,41,16,2,512611.00,NA,512611,66975.69,3668.65
Vida Conjunta,Temporal,26,22,31,33,191591.00,NA,0,6760.32,474.62
Vida Conjunta,Temporal,38,22,20,26,199175.00,NA,0,6693.30,457.86
Individual,Dotal Mixto,14,0,27,9,1950384.00,NA,1950384,641843.10,86165.85
Ultimo Superviviente,Dotal Mixto,28,4,26,28,683959.00,NA,683959,158073.81,29660.38
Vida Conjunta,Temporal,44,34,17,19,1691400.00,NA,0,53045.99,3102.03
Individual,Dotal Mixto,35,30,28,7,456803.00,NA,456803,63428.17,3650.51
Individual,Dotal Mixto,41,25,14,0,2502231.00,NA,2502231,357100.42,24255.28
Vida Conjunta,Temporal,42,0,13,15,597028.00,NA,0,14882.93,14882.93
Vida Conjunta,Dotal Mixto,11,9,27,29,407501.00,NA,407501,197671.31,20176.18
Vida Conjunta,Dotal Mixto,13,8,40,38,441754.00,NA,441754,178738.33,17375.01
Ultimo Superviviente,Dotal Mixto,37,35,21,23,1583168.00,NA,1583168,213674.88,11960.69
Vida Conjunta,Temporal,16,3,41,39,395884.00,NA,0,13313.22,2939.59
Ultimo Superviviente,Temporal,44,2,18,22,641192.00,NA,0,16.63,2.45
Vida Conjunta,Dotal Mixto,22,0,28,34,2814785.00,NA,2814785,863855.64,442740.08
Individual,Dotal Mixto,24,23,26,5,2540467.00,NA,2540467,631346.88,40647.10
Individual,Dotal Mixto,40,4,24,8,2226034.00,NA,2226034,236376.52,25463.32
Vida Conjunta,Dotal Mixto,37,15,19,20,2754852.00,NA,2754852,495113.37,45743.56
Individual,Temporal,27,0,24,2,968797.50,Fijo,0,18513.54,9485.04
Vida Conjunta,Temporal,27,1,25,31,637040.00,Variable,0,40246.23,40246.23
Individual,Temporal,37,11,21,5,1055718.41,Variable,0,37364.20,3294.63
Ultimo Superviviente,Dotal Mixto,34,28,31,28,2837841.47,Variable,14198255.94,2008610.32,118158.06
Vida Conjunta,Temporal,18,8,42,46,1375286.00,NA,0,68280.95,8514.95
Vida Conjunta,Dotal Mixto,40,0,20,26,1545617.00,NA,1545617,202542.86,70902.97
Vida Conjunta,Temporal,7,0,26,34,3234902.51,Variable,0,42579.70,6297.21
Individual,Dotal Mixto,37,13,24,8,2927009.00,NA,2927009,352429.15,26297.62
Vida Conjunta,Temporal,39,29,16,18,1547390.00,NA,0,41522.02,2606.28
Individual,Dotal Mixto,25,11,39,5,719206.00,NA,719206,174139.32,15399.68
Vida Conjunta,Dotal Mixto,34,0,27,31,1040089.00,NA,1040089,183960.48,64408.58
Vida Conjunta,Dotal Mixto,25,13,17,19,797049.00,NA,797049,241739.65,24649.67
Vida Conjunta,Dotal Mixto,45,4,18,19,152010.00,NA,152010,16173.52,2174.77
Vida Conjunta,Dotal Mixto,28,22,28,27,3164291.70,Fijo,6878895,1550685.33,106278.34
Individual,Dotal Mixto,34,33,21,4,351427.17,Variable,1758256.375,275352.38,15826.03
Vida Conjunta,Temporal,18,7,34,33,260290.00,NA,0,6819.25,1010.11
Individual,Dotal Mixto,42,19,20,3,2577951.00,Variable,19056183.23,2120886.67,154199.17
Vida Conjunta,Dotal Mixto,46,9,19,14,2569303.00,NA,2569303,295651.00,34050.46
Vida Conjunta,Dotal Mixto,19,15,25,24,1860136.00,NA,1860136,538711.31,39362.17
Vida Conjunta,Dotal Mixto,14,0,36,33,990075.00,NA,990075,438686.81,153634.47
Vida Conjunta,Temporal,34,0,19,22,279874.00,NA,0,6900.85,3536.17
Vida Conjunta,Temporal,21,9,20,22,1569773.00,NA,0,28226.34,2877.82
Vida Conjunta,Dotal Mixto,27,0,33,35,210993.05,Variable,750222.2181,129531.43,19163.56
Individual,Dotal Mixto,26,4,24,0,658824.00,NA,658824,188720.97,50729.29
Ultimo Superviviente,Temporal,40,35,20,27,3180834.51,Variable,0,353.45,19.19
Vida Conjunta,Dotal Mixto,26,17,23,25,1523015.00,NA,1523015,322435.65,22492.30
Vida Conjunta,Dotal Mixto,15,9,19,27,2183198.00,NA,2183198,1058913.03,142509.48
Individual,Temporal,13,13,41,8,1584948.00,NA,0,24005.42,1798.15
Individual,Dotal Mixto,12,6,39,3,560337.00,NA,560337,271403.30,36493.36
Vida Conjunta,Temporal,44,24,21,18,2839977.00,NA,0,91908.63,5946.36
Ultimo Superviviente,Dotal Mixto,41,8,18,21,2900053.21,Variable,20416341.86,2378727.48,272737.80
Individual,Dotal Mixto,31,14,19,4,1230779.09,Variable,5319356.286,964347.62,78864.57
Vida Conjunta,Dotal Mixto,44,0,17,18,2347498.00,NA,2347498,257244.66,56687.98
Ultimo Superviviente,Dotal Mixto,46,0,18,18,2657930.00,NA,2657930,242202.91,124055.16
Vida Conjunta,Temporal,23,15,25,24,2946305.71,Variable,0,103767.67,8252.42
Vida Conjunta,Dotal Mixto,50,50,13,14,2825888.00,Variable,30862464.23,2691321.90,143417.48
Vida Conjunta,Dotal Mixto,38,28,24,22,823351.00,NA,823351,97850.52,5663.10
Individual,Dotal Mixto,33,6,21,2,2908529.51,Variable,13858972.85,2512497.14,370862.17
Vida Conjunta,Dotal Mixto,8,0,39,39,987142.00,NA,987142,416821.26,145958.91
Ultimo Superviviente,Dotal Mixto,22,22,36,37,1629096.00,Variable,4538600.512,1549526.81,112135.07
Individual,Dotal Mixto,37,14,22,4,571267.00,NA,571267,82155.05,6720.45
Ultimo Superviviente,Ordinario de Vida,71,4,30,40,2066530.00,NA,0,28133.87,5278.95
Vida Conjunta,Dotal Mixto,10,2,27,32,827172.00,NA,827172,316595.90,34205.40
Ultimo Superviviente,Temporal,27,10,25,28,2899646.00,NA,0,48.30,5.96
Individual,Dotal Mixto,20,9,35,2,1759984.70,Variable,4447393.669,1520340.95,174994.19
Vida Conjunta,Dotal Mixto,40,11,21,24,2817154.00,NA,2817154,352219.11,29973.22
Individual,Dotal Mixto,37,5,21,5,1329593.00,NA,1329593,182236.28,22523.14
Individual,Dotal Mixto,16,15,20,4,676993.00,NA,676993,256958.83,20332.20
Vida Conjunta,Dotal Mixto,16,4,39,40,1354941.00,NA,1354941,501854.08,67685.46
Individual,Dotal Mixto,9,4,50,7,2244997.00,NA,2244997,1041089.07,120147.59
Ultimo Superviviente,Ordinario de Vida,53,0,55,56,2041206.64,Variable,0,258119.13,48433.60
Vida Conjunta,Temporal,27,24,27,28,720966.00,NA,0,19977.18,1257.10
Vida Conjunta,Dotal Mixto,12,7,28,25,373900.00,NA,373900,181350.57,22478.26
Individual,Dotal Mixto,23,10,26,7,695321.00,NA,695321,164697.76,13967.22
Individual,Temporal,21,17,33,0,325680.00,NA,0,4932.71,419.40
Vida Conjunta,Temporal,22,10,36,35,1598921.00,NA,0,52599.04,4191.58
Vida Conjunta,Dotal Mixto,43,38,16,15,2770787.00,NA,2770787,339429.69,19001.80
Vida Conjunta,Dotal Mixto,31,14,26,26,356199.00,NA,356199,58705.89,4290.03
Vida Conjunta,Dotal Mixto,37,29,16,21,3188454.50,Fijo,8405925.5,1301922.67,80624.86
Individual,Dotal Mixto,22,10,42,3,2309357.00,NA,2309357,705763.04,72011.25
Individual,Dotal Mixto,16,0,31,7,796867.00,NA,796867,262825.31,134655.09
Individual,Dotal Mixto,27,8,33,2,1240553.00,NA,1240553,312037.83,38609.16
Ultimo Superviviente,Dotal Mixto,20,8,29,32,1450819.00,NA,1450819,428181.28,43412.61
Vida Conjunta,Temporal,43,34,17,23,1924549.00,NA,0,63027.89,3619.80
Ultimo Superviviente,Temporal,35,3,27,30,541009.35,Fijo,0,49.49,13.29
Ultimo Superviviente,Ordinario de Vida,69,0,37,39,256808.00,NA,0,1946.12,428.10
Vida Conjunta,Ordinario de Vida,84,3,22,25,2826708.00,NA,0,255347.85,89398.68
Individual,Dotal Mixto,30,22,31,1,1202356.05,Variable,4949060.536,1090572.38,77627.79
Vida Conjunta,Dotal Mixto,14,0,25,30,2914123.00,NA,2914123,1414728.56,1414728.56
Vida Conjunta,Dotal Mixto,10,0,48,49,832622.97,Variable,1291671.507,536716.19,188093.68
Ultimo Superviviente,Dotal Mixto,14,5,16,18,269190.64,Variable,507599.1082,221445.59,32631.04
Vida Conjunta,Dotal Mixto,35,3,27,26,740391.60,Fijo,1789279.7,279992.92,46231.63
Vida Conjunta,Temporal,48,29,15,19,2078040.00,NA,0,69433.02,4297.19
Vida Conjunta,Dotal Mixto,25,6,19,23,363128.00,NA,363128,87655.25,10096.53
Vida Conjunta,Temporal,43,6,18,18,2088319.00,NA,0,63680.78,9414.00
Ultimo Superviviente,Dotal Mixto,31,31,24,29,2400593.90,Fijo,4883966.9,692375.28,38435.95
Ultimo Superviviente,Dotal Mixto,23,7,33,36,2339931.00,NA,2339931,540592.76,52013.59
Individual,Dotal Mixto,21,0,27,6,2004281.00,NA,2004281,546808.80,146976.71
Vida Conjunta,Dotal Mixto,33,7,21,26,124101.00,NA,124101,23333.96,2891.18
Individual,Dotal Mixto,14,7,46,4,1435828.00,NA,1435828,606142.72,69926.08
Vida Conjunta,Temporal,41,35,22,24,1348261.00,NA,0,46532.14,2632.67
Vida Conjunta,Dotal Mixto,26,9,34,32,1635869.00,NA,1635869,370446.34,34287.69
Ultimo Superviviente,Dotal Mixto,19,3,27,26,784954.00,NA,784954,268252.82,50333.95
Individual,Dotal Mixto,26,0,37,7,1392094.00,NA,1392094,292505.27,149869.34
Individual,Temporal,38,12,25,0,1375154.00,NA,0,27304.29,2943.23
Individual,Temporal,23,21,33,3,2177434.00,NA,0,35680.36,2483.76
Individual,Dotal Mixto,40,31,13,2,2341181.00,NA,2341181,318119.98,19053.45
Vida Conjunta,Dotal Mixto,22,3,22,19,1192535.00,Fijo,2194264.4,593856.97,87788.54
Individual,Dotal Mixto,23,14,29,9,3554466.81,Variable,10397742.15,2182134.29,154927.92
Individual,Temporal,19,16,24,1,2387815.50,Variable,0,33585.20,2849.55
Ultimo Superviviente,Dotal Mixto,34,6,16,20,246650.00,NA,246650,36747.04,4213.30
Vida Conjunta,Dotal Mixto,35,29,25,26,1060152.00,NA,1060152,162391.77,9610.14
Ultimo Superviviente,Dotal Mixto,15,8,25,22,306217.00,NA,306217,133584.86,16476.18
Vida Conjunta,Temporal,27,7,18,18,974901.00,NA,0,19169.01,2207.59
Vida Conjunta,Ordinario de Vida,79,2,29,29,1270050.25,Variable,0,818685.71,101441.57
Vida Conjunta,Dotal Mixto,16,5,19,29,529762.00,NA,529762,193537.62,23978.14
Individual,Dotal Mixto,34,17,15,2,979433.00,NA,979433,174994.97,13843.34
Ultimo Superviviente,Dotal Mixto,19,9,22,27,1916238.60,Variable,4611656.681,1296538.37,113936.94
Vida Conjunta,Dotal Mixto,10,1,19,22,2192701.00,NA,2192701,1012338.39,167074.07
Individual,Ordinario de Vida,87,5,19,1,1124992.05,Variable,0,1020400.95,191694.27
Vida Conjunta,Dotal Mixto,18,16,26,31,2108177.00,NA,2108177,810144.08,66707.42
Individual,Dotal Mixto,42,6,19,3,1268104.00,NA,1268104,152687.20,20496.38
Vida Conjunta,Dotal Mixto,27,11,27,26,2833474.80,Fijo,5666949.6,1160154.13,98802.12
Vida Conjunta,Dotal Mixto,40,3,23,23,2862462.00,NA,2862462,329851.68,37990.09
Individual,Dotal Mixto,28,22,33,9,2596397.00,NA,2596397,451071.91,27798.50
Individual,Temporal,32,0,23,4,2075102.55,Variable,0,61494.88,31505.17
Ultimo Superviviente,Ordinario de Vida,65,7,42,44,791383.00,NA,0,12581.76,2070.88
Individual,Dotal Mixto,28,23,21,3,660321.00,NA,660321,149198.48,9943.65
Vida Conjunta,Dotal Mixto,30,17,27,26,2496119.00,NA,2496119,512719.42,38500.65
Vida Conjunta,Dotal Mixto,33,7,19,25,3425502.67,Variable,16322319.72,2818169.52,349131.09
Individual,Dotal Mixto,38,14,20,2,217356.77,Variable,1321834.985,187760.95,16558.62
Vida Conjunta,Dotal Mixto,36,14,24,21,2168381.00,NA,2168381,302092.89,22641.43
Vida Conjunta,Temporal,19,4,40,47,3706747.94,Variable,0,282499.49,38161.78
Individual,Temporal,28,25,15,0,1039781.00,NA,0,9741.92,661.78
Ultimo Superviviente,Dotal Mixto,18,4,23,23,2010877.00,NA,2010877,835425.25,224381.00
Vida Conjunta,Dotal Mixto,14,14,35,42,2525912.00,NA,2525912,1123252.64,96321.70
Vida Conjunta,Temporal,44,10,18,19,797032.95,Variable,0,88601.30,10206.78
Vida Conjunta,Dotal Mixto,29,25,23,24,618606.00,NA,618606,131583.92,8393.38
Ultimo Superviviente,Dotal Mixto,14,0,32,34,3517438.50,Fijo,5211020,1869818.41,350845.82
Individual,Dotal Mixto,47,17,13,2,1254473.00,NA,1254473,125747.47,9946.21
Vida Conjunta,Temporal,17,9,24,30,2467743.00,NA,0,47947.91,4082.37
Ultimo Superviviente,Temporal,27,21,28,24,241154.00,NA,0,3.82,0.28
Ultimo Superviviente,Dotal Mixto,38,22,17,14,1050466.00,NA,1050466,141921.32,9590.55
Individual,Temporal,36,24,23,7,242633.00,NA,0,3572.02,219.66
